employee_id,age,gender,department,job_role,education_level,monthly_salary,years_at_company,years_since_promotion,num_projects,avg_weekly_hours,overtime,satisfaction_score,performance_rating,work_life_balance,distance_from_home,marital_status,attrition
EMP-1489,29,Male,Engineering,Director,Master's,103322.95,2,0,10,43.0,No,3.5,4,3,42,Married,No
EMP-1490,41,Other,Sales,Team Lead,Bachelor's,72472.85,1,1,1,54.1,Yes,1.0,3,1,41,Married,No
EMP-1491,45,Female,Engineering,Senior Engineer,Bachelor's,73334.15,3,3,2,38.0,No,4.5,3,2,22,Single,Yes
EMP-1492,39,Female,Engineering,Senior Engineer,Master's,90945.97,3,0,2,50.3,Yes,1.4,3,1,2,Married,No
EMP-1493,34,Male,HR,Executive,Master's,146204.82,4,3,10,49.6,No,1.6,5,5,24,Divorced,No
EMP-1494,40,Male,HR,Associate,Bachelor's,39169.76,3,0,4,48.5,No,4.8,5,5,19,Single,No
EMP-1495,34,Female,Marketing,Associate,PhD,37531.1,4,4,5,47.1,No,4.9,3,1,39,Married,No
EMP-1496,43,Female,Operations,Associate,PhD,46074.84,11,0,8,51.6,Yes,2.9,3,1,12,Single,No
EMP-1497,22,Male,Engineering,Senior Engineer,Bachelor's,67209.67,2,1,1,56.3,Yes,4.1,2,2,1,Single,No
EMP-1498,33,Male,Operations,Analyst,Bachelor's,53951.94,1,0,1,39.1,Yes,1.0,4,1,50,Divorced,No
EMP-1499,22,Male,HR,Senior Engineer,Master's,85617.96,8,3,2,55.4,No,2.8,4,3,13,Married,No
EMP-1500,24,Female,Engineering,Analyst,Bachelor's,50434.86,5,2,7,36.5,Yes,1.1,4,2,4,Married,No
EMP-1501,47,Male,Finance,Associate,Master's,37857.13,1,1,10,47.1,Yes,1.7,1,1,43,Single,No
EMP-1502,43,Other,Engineering,Team Lead,Master's,67841.24,2,2,7,47.8,Yes,3.1,2,2,36,Divorced,No
EMP-1503,30,Male,HR,Manager,Bachelor's,92360.72,5,5,9,39.9,Yes,3.2,5,2,14,Single,No
EMP-1504,24,Male,Marketing,Team Lead,Master's,83055.25,9,3,9,37.2,No,1.0,4,4,24,Married,No
EMP-1505,22,Male,Engineering,Team Lead,Bachelor's,79030.3,16,10,3,36.9,No,2.6,3,5,35,Single,No
EMP-1506,32,Female,Operations,Team Lead,PhD,76775.0,4,2,2,35.9,Yes,4.3,3,4,41,Single,No
EMP-1507,55,Male,Engineering,Manager,Bachelor's,88505.36,2,0,2,49.3,No,3.4,3,3,19,Married,No
EMP-1508,39,Female,Finance,Team Lead,PhD,84927.64,2,1,8,38.9,No,2.2,2,4,11,Single,No
EMP-1509,32,Other,Engineering,Team Lead,High School,56356.0,4,3,7,55.2,Yes,1.3,1,2,1,Married,No
EMP-1510,40,Male,Engineering,Team Lead,Master's,60427.34,5,1,9,57.5,No,2.3,4,4,43,Single,No
EMP-1511,24,Female,Sales,Associate,PhD,36112.6,1,1,6,42.3,No,2.8,3,4,41,Married,No
EMP-1512,34,Male,Operations,Manager,Bachelor's,80299.22,4,2,10,39.1,Yes,1.8,3,1,48,Married,Yes
EMP-1513,37,Male,Engineering,Team Lead,High School,61091.23,13,1,9,45.2,Yes,1.8,4,1,38,Married,Yes
EMP-1514,35,Male,Operations,Analyst,Master's,45419.1,1,0,9,57.0,No,2.9,3,1,11,Single,No
EMP-1515,42,Male,Engineering,Associate,Master's,38087.96,4,2,9,45.0,No,3.1,3,1,13,Married,No
EMP-1516,39,Female,Sales,Analyst,Bachelor's,46890.1,3,1,2,37.7,No,1.1,5,2,13,Divorced,No
EMP-1517,41,Female,Sales,Associate,Bachelor's,36651.05,6,6,8,59.6,Yes,1.0,3,1,23,Single,Yes
EMP-1518,30,Female,Engineering,Associate,Master's,35422.16,3,1,10,47.5,No,2.5,4,4,49,Single,No
EMP-1519,43,Female,Operations,Associate,Bachelor's,38295.69,5,3,3,43.6,No,4.5,3,2,35,Married,No
EMP-1520,49,Female,Sales,Analyst,Master's,50803.1,1,0,9,57.3,Yes,3.4,3,1,22,Single,Yes
EMP-1521,28,Male,Marketing,Associate,Bachelor's,38847.51,3,1,4,58.2,No,1.4,2,1,37,Married,No
EMP-1522,29,Male,HR,Director,Bachelor's,119213.27,1,1,3,47.4,No,3.0,4,1,42,Married,No
EMP-1523,47,Male,HR,Analyst,Master's,48057.53,2,2,8,42.7,Yes,2.6,3,2,21,Single,Yes
EMP-1524,34,Female,Marketing,Team Lead,Bachelor's,67820.84,1,1,2,47.1,No,2.9,4,3,43,Married,No
EMP-1525,47,Other,Operations,Manager,PhD,125040.63,17,0,5,40.5,No,3.8,2,2,1,Married,No
EMP-1526,32,Male,Marketing,Manager,Master's,97181.63,1,1,10,47.0,No,5.0,4,2,16,Married,No
EMP-1527,48,Female,HR,Executive,Bachelor's,143795.97,2,0,2,40.7,No,1.4,1,3,9,Divorced,No
EMP-1528,37,Female,Marketing,Executive,Bachelor's,132647.49,1,0,2,50.6,Yes,2.0,3,2,9,Single,Yes
EMP-1529,38,Female,Marketing,Associate,Bachelor's,34270.81,2,0,10,54.0,Yes,2.0,4,1,11,Married,No
EMP-1530,49,Female,Sales,Director,Master's,120519.89,1,1,8,59.2,Yes,2.0,2,3,19,Married,Yes
EMP-1531,33,Female,Marketing,Manager,Master's,100211.25,13,6,5,56.1,No,1.7,3,1,37,Single,No
EMP-1532,28,Female,Sales,Associate,Master's,30270.63,1,1,5,37.2,No,3.6,4,1,30,Married,No
EMP-1533,32,Female,Finance,Analyst,Bachelor's,44674.64,5,5,10,40.3,No,1.2,4,1,23,Single,No
EMP-1534,40,Male,Operations,Team Lead,Bachelor's,66995.72,6,0,8,48.3,Yes,2.5,4,2,25,Married,No
EMP-1535,23,Other,Operations,Associate,High School,35539.89,6,0,10,41.4,No,3.7,2,3,10,Single,Yes
EMP-1536,41,Male,Finance,Associate,Master's,40590.0,4,4,1,35.4,No,2.3,2,1,37,Married,No
EMP-1537,32,Female,Marketing,Associate,Bachelor's,38068.95,12,6,6,53.9,Yes,3.7,3,1,38,Married,No
EMP-1538,45,Male,Marketing,Manager,Bachelor's,82691.48,4,3,8,43.9,No,4.3,3,2,28,Married,No
EMP-1539,22,Male,Engineering,Senior Engineer,Bachelor's,74699.39,4,2,1,36.7,No,3.2,3,5,41,Divorced,No
EMP-1540,30,Male,Sales,Executive,Bachelor's,130831.73,5,0,6,47.7,Yes,4.3,3,1,41,Married,No
EMP-1541,23,Male,Engineering,Analyst,Master's,41073.69,2,1,1,59.4,Yes,3.2,3,3,41,Married,No
EMP-1542,29,Male,Engineering,Senior Engineer,Master's,75535.92,7,7,10,52.0,Yes,1.0,4,1,6,Married,No
EMP-1543,38,Male,Operations,Analyst,PhD,64645.19,8,1,7,39.0,No,3.4,1,5,5,Divorced,No
EMP-1544,35,Male,Operations,Team Lead,Bachelor's,79912.65,10,1,2,47.9,Yes,2.6,3,2,22,Married,Yes
EMP-1545,34,Male,HR,Manager,Master's,102585.5,5,2,6,57.5,No,3.6,3,1,3,Divorced,No
EMP-1546,35,Female,Engineering,Manager,High School,79130.15,4,2,2,36.4,No,4.8,3,4,1,Single,No
EMP-1547,38,Female,Marketing,Analyst,Master's,61843.89,30,6,9,50.9,Yes,2.0,4,1,7,Married,No
EMP-1548,28,Female,Sales,Executive,Master's,150000.0,7,1,2,53.0,Yes,1.0,3,3,7,Married,No
EMP-1549,42,Male,Finance,Manager,Bachelor's,108605.36,17,10,7,52.6,Yes,2.3,3,1,17,Single,Yes
EMP-1550,41,Male,Operations,Associate,Master's,42996.87,8,1,1,38.8,No,4.2,5,1,17,Single,Yes
EMP-1551,39,Other,Sales,Team Lead,Bachelor's,76281.45,13,2,2,57.7,Yes,1.2,3,1,41,Divorced,No
EMP-1552,40,Male,Engineering,Team Lead,Bachelor's,71330.88,5,5,10,43.1,No,1.1,3,4,46,Married,No
EMP-1553,38,Male,Engineering,Manager,Bachelor's,98183.19,2,1,4,36.3,No,2.2,4,2,9,Single,No
EMP-1554,52,Other,Engineering,Analyst,High School,38703.93,0,0,2,37.1,Yes,2.4,4,3,20,Married,Yes
EMP-1555,35,Other,Sales,Analyst,Master's,62298.74,4,2,7,46.4,No,1.3,5,1,26,Married,Yes
EMP-1556,34,Male,Engineering,Manager,Master's,75456.45,0,0,3,36.0,No,2.5,5,1,14,Married,No
EMP-1557,30,Female,Engineering,Senior Engineer,Master's,84114.84,10,4,6,54.5,Yes,1.0,4,2,17,Divorced,No
EMP-1558,28,Male,Engineering,Senior Engineer,Master's,82814.16,3,1,9,56.6,Yes,1.5,3,1,34,Divorced,Yes
EMP-1559,26,Female,Engineering,Executive,Master's,150000.0,8,4,7,35.3,No,1.6,3,3,22,Married,No
EMP-1560,29,Male,Marketing,Team Lead,Bachelor's,61409.51,2,2,3,55.3,No,1.4,2,1,36,Married,No
EMP-1561,35,Male,Engineering,Analyst,Bachelor's,46691.67,7,0,3,59.5,Yes,3.3,4,1,4,Married,Yes
EMP-1562,39,Female,Operations,Associate,Bachelor's,45219.27,11,9,3,35.8,No,1.6,5,1,25,Divorced,No
EMP-1563,36,Male,Engineering,Team Lead,PhD,76597.98,8,1,7,53.1,Yes,1.0,1,1,16,Single,No
EMP-1564,30,Female,Engineering,Senior Engineer,PhD,79937.3,2,2,7,60.0,Yes,2.3,5,1,15,Single,No
EMP-1565,43,Male,Engineering,Senior Engineer,Master's,97848.58,7,7,6,54.9,Yes,1.0,4,1,24,Divorced,No
EMP-1566,42,Female,Marketing,Analyst,Bachelor's,50513.19,5,5,4,47.6,Yes,1.0,3,1,16,Divorced,No
EMP-1567,35,Female,Engineering,Team Lead,Bachelor's,67772.38,2,1,1,57.1,Yes,2.1,5,1,38,Married,No
EMP-1568,31,Male,HR,Manager,Master's,94152.58,2,2,9,52.7,Yes,1.5,4,3,10,Married,No
EMP-1569,40,Female,Engineering,Senior Engineer,Bachelor's,64583.8,1,1,7,42.3,No,3.2,3,1,45,Married,No
EMP-1570,38,Male,Operations,Associate,Master's,40049.29,7,5,7,40.6,No,5.0,3,5,19,Married,No
EMP-1571,24,Male,Engineering,Manager,Bachelor's,82298.47,9,8,2,47.8,Yes,1.8,2,2,27,Single,No
EMP-1572,35,Male,Sales,Manager,Bachelor's,90406.67,5,2,3,44.3,Yes,2.6,2,2,9,Single,Yes
EMP-1573,38,Female,Operations,Manager,Master's,116013.01,15,9,4,43.2,No,4.7,4,4,46,Married,No
EMP-1574,29,Female,Engineering,Senior Engineer,PhD,93146.38,1,1,6,39.4,No,2.9,5,4,33,Married,No
EMP-1575,38,Other,Engineering,Team Lead,Master's,69442.92,4,3,8,56.1,Yes,3.1,4,3,39,Married,No
EMP-1576,24,Female,Finance,Director,Bachelor's,116583.19,0,0,9,52.6,Yes,2.0,4,3,45,Single,Yes
EMP-1577,47,Other,Engineering,Manager,Bachelor's,84570.75,7,0,6,43.3,No,3.5,4,1,50,Divorced,No
EMP-1578,46,Male,Engineering,Senior Engineer,PhD,96496.49,4,1,4,40.9,No,4.7,1,3,13,Married,No
EMP-1579,34,Other,Sales,Team Lead,Master's,81039.46,11,1,5,38.2,No,1.0,4,3,17,Divorced,Yes
EMP-1580,39,Female,Engineering,Analyst,Bachelor's,44271.83,5,3,8,37.8,No,4.6,4,3,13,Single,No
EMP-1581,22,Male,Operations,Associate,Master's,41467.83,7,3,4,50.6,Yes,2.2,3,3,26,Married,No
EMP-1582,27,Female,Marketing,Associate,Bachelor's,40720.24,9,8,5,37.7,Yes,2.4,3,3,45,Married,No
EMP-1583,34,Male,HR,Executive,High School,126188.98,3,1,8,59.0,Yes,2.1,4,1,37,Married,No
EMP-1584,27,Male,Engineering,Analyst,Master's,48204.67,5,0,6,42.0,No,2.0,5,5,29,Single,No
EMP-1585,42,Male,Marketing,Executive,Master's,150000.0,8,5,5,35.6,No,1.3,5,4,24,Single,No
EMP-1586,52,Male,Marketing,Manager,Bachelor's,88730.56,2,0,8,56.4,No,4.8,3,3,37,Single,No
EMP-1587,27,Male,Engineering,Manager,Bachelor's,80487.86,3,3,3,44.2,No,3.5,4,4,24,Married,No
EMP-1588,29,Female,Operations,Associate,PhD,36931.84,2,0,1,43.6,No,4.5,3,1,45,Married,No
EMP-1589,38,Female,HR,Manager,Master's,97974.69,3,1,8,38.0,No,2.2,5,5,28,Single,No
EMP-1590,49,Female,Finance,Analyst,Master's,51928.96,1,1,5,51.5,No,2.1,4,3,34,Married,No
EMP-1591,26,Male,Engineering,Analyst,High School,48285.6,2,1,4,44.0,No,2.3,5,1,34,Single,No
EMP-1592,38,Male,Engineering,Senior Engineer,PhD,89000.31,0,0,1,55.6,Yes,1.0,5,1,38,Married,Yes
EMP-1593,51,Male,Marketing,Associate,Master's,33493.38,2,2,10,50.8,Yes,2.0,3,1,24,Married,No
EMP-1594,23,Female,Finance,Associate,Bachelor's,40688.13,4,2,8,57.0,Yes,3.8,5,1,20,Single,Yes
EMP-1595,26,Male,Sales,Associate,Bachelor's,36858.72,2,2,3,50.6,Yes,4.0,4,2,21,Single,No
EMP-1596,33,Female,Engineering,Senior Engineer,Master's,70398.64,5,4,7,54.5,No,3.0,3,2,47,Single,No
EMP-1597,32,Female,Finance,Executive,Master's,142040.89,5,3,5,52.4,Yes,1.3,1,1,6,Single,No
EMP-1598,43,Female,Engineering,Senior Engineer,Master's,79428.64,4,0,4,46.6,No,3.4,4,4,36,Married,No
EMP-1599,38,Female,Sales,Analyst,PhD,55486.49,0,0,4,52.2,Yes,2.8,3,1,49,Single,No
EMP-1600,22,Male,Marketing,Associate,Master's,34393.66,12,10,1,51.6,Yes,3.2,3,1,4,Single,No
EMP-1601,40,Female,Engineering,Analyst,Bachelor's,44888.15,2,0,10,35.2,No,3.1,4,5,31,Divorced,No
EMP-1602,31,Female,Engineering,Team Lead,Bachelor's,69101.3,5,2,10,52.5,Yes,1.0,1,1,30,Divorced,Yes
EMP-1603,46,Female,Engineering,Senior Engineer,Master's,67552.96,8,5,9,41.6,No,1.3,3,2,17,Single,Yes
EMP-1604,31,Female,Operations,Team Lead,Bachelor's,65076.03,1,1,4,48.5,Yes,3.9,4,3,5,Married,No
EMP-1605,31,Female,Sales,Manager,Bachelor's,89545.15,1,1,10,37.8,No,4.0,1,4,34,Married,No
EMP-1606,40,Other,Marketing,Associate,Master's,33561.64,0,0,3,35.6,No,4.8,4,1,27,Married,No
EMP-1607,42,Male,Operations,Director,Bachelor's,114828.73,10,4,9,35.4,No,2.4,3,1,38,Married,No
EMP-1608,40,Female,Marketing,Senior Engineer,Master's,73708.58,1,0,2,39.0,No,3.1,5,5,5,Single,Yes
EMP-1609,23,Female,HR,Associate,Bachelor's,34118.54,21,10,4,35.5,No,2.3,3,3,47,Single,No
EMP-1610,40,Male,HR,Analyst,Bachelor's,44137.37,2,1,6,38.3,Yes,3.8,4,2,32,Married,No
EMP-1611,28,Other,Sales,Associate,Bachelor's,37105.61,7,6,10,49.0,No,2.2,4,3,23,Divorced,No
EMP-1612,38,Male,HR,Associate,Master's,32488.31,0,0,3,45.0,No,3.8,5,3,23,Divorced,No
EMP-1613,25,Female,Operations,Team Lead,Master's,77534.34,6,0,5,59.5,Yes,1.0,4,2,48,Single,No
EMP-1614,40,Male,Finance,Associate,Bachelor's,33769.84,1,1,9,55.2,No,1.4,3,1,28,Married,No
EMP-1615,30,Male,Sales,Analyst,Bachelor's,44915.26,0,0,5,38.7,No,1.6,1,2,30,Single,Yes
EMP-1616,26,Female,Sales,Associate,Bachelor's,32417.81,1,1,7,45.4,No,3.1,4,5,33,Married,No
EMP-1617,42,Male,Operations,Analyst,Master's,55430.08,6,4,5,45.8,Yes,3.0,4,1,16,Divorced,No
EMP-1618,38,Male,Engineering,Executive,PhD,150000.0,1,0,1,44.1,Yes,4.1,4,4,13,Married,No
EMP-1619,31,Male,Finance,Director,Master's,119570.46,2,2,3,47.4,No,3.5,2,3,38,Single,No
EMP-1620,48,Male,Engineering,Senior Engineer,Bachelor's,84955.47,8,4,6,51.7,Yes,1.7,4,1,16,Married,Yes
EMP-1621,32,Female,Marketing,Team Lead,Master's,73229.74,3,2,1,51.0,Yes,3.1,3,1,2,Married,Yes
EMP-1622,36,Female,Finance,Manager,Bachelor's,85257.95,0,0,3,43.9,No,1.3,4,4,25,Married,No
EMP-1623,38,Male,Sales,Team Lead,High School,63314.72,1,1,10,52.6,Yes,3.0,4,1,1,Married,No
EMP-1624,31,Female,Engineering,Manager,Bachelor's,78870.75,1,1,1,42.2,No,4.0,3,4,29,Divorced,No
EMP-1625,40,Male,Finance,Director,Bachelor's,111073.44,3,2,3,55.9,Yes,2.4,4,1,33,Single,No
EMP-1626,32,Female,Sales,Associate,Bachelor's,38840.78,17,10,7,59.1,Yes,1.0,3,1,47,Single,No
EMP-1627,33,Male,Sales,Analyst,Master's,53069.37,3,0,6,42.4,No,1.8,4,4,31,Married,Yes
EMP-1628,47,Male,HR,Senior Engineer,Bachelor's,74137.86,4,2,3,54.6,Yes,1.7,4,1,18,Single,Yes
EMP-1629,28,Male,Sales,Associate,Master's,35526.07,3,2,1,55.3,No,4.8,3,3,33,Single,No
EMP-1630,22,Female,Marketing,Analyst,PhD,59802.47,1,1,9,47.3,Yes,2.5,3,4,30,Married,No
EMP-1631,49,Female,Engineering,Team Lead,Master's,78954.13,3,0,6,37.2,No,3.0,4,5,38,Single,No
EMP-1632,56,Male,Sales,Team Lead,Bachelor's,85418.23,30,8,6,54.7,Yes,1.7,4,1,47,Single,No
EMP-1633,33,Female,Operations,Manager,Master's,86166.26,5,1,1,45.2,No,4.1,1,3,5,Single,No
EMP-1634,22,Female,Engineering,Team Lead,High School,71731.41,9,4,3,40.2,Yes,1.5,3,4,36,Single,No
EMP-1635,34,Male,Sales,Team Lead,Bachelor's,66545.04,4,3,1,50.7,Yes,1.0,3,3,41,Divorced,No
EMP-1636,34,Female,Marketing,Analyst,Bachelor's,58443.01,19,2,10,45.9,Yes,2.4,4,1,17,Divorced,No
EMP-1637,34,Female,Operations,Team Lead,Master's,67552.72,1,0,8,37.2,No,2.3,2,3,21,Single,Yes
EMP-1638,27,Male,HR,Team Lead,Master's,63627.55,2,2,6,59.6,Yes,1.3,4,3,21,Married,No
EMP-1639,41,Female,Finance,Director,Master's,122994.41,4,1,7,41.1,No,2.8,4,1,19,Married,Yes
EMP-1640,40,Male,Engineering,Senior Engineer,Master's,83462.41,1,1,2,47.8,No,2.0,4,5,44,Divorced,No
EMP-1641,24,Female,Sales,Associate,Bachelor's,32772.99,2,2,10,51.7,Yes,4.1,5,2,17,Married,No
EMP-1642,42,Male,Operations,Manager,Master's,105688.34,9,3,6,37.9,No,4.4,3,1,22,Single,No
EMP-1643,52,Female,Operations,Analyst,Master's,53096.71,7,5,6,53.5,Yes,3.9,4,2,30,Married,No
EMP-1644,37,Male,HR,Associate,Bachelor's,31569.26,3,0,10,51.2,No,4.9,4,2,13,Divorced,No
EMP-1645,33,Female,Sales,Executive,PhD,150000.0,1,1,1,47.3,No,2.3,4,2,35,Married,Yes
EMP-1646,35,Other,Sales,Manager,Master's,95691.19,1,0,5,48.2,No,2.5,4,4,27,Married,No
EMP-1647,41,Male,Engineering,Analyst,Bachelor's,49228.63,6,6,1,58.9,No,3.8,2,3,9,Single,No
EMP-1648,22,Female,Operations,Associate,High School,31802.03,1,1,5,57.8,Yes,1.0,5,3,10,Married,No
EMP-1649,37,Other,Finance,Analyst,Bachelor's,42777.04,9,3,3,37.8,No,5.0,2,3,2,Divorced,Yes
EMP-1650,33,Female,Sales,Team Lead,Master's,70052.59,7,6,5,44.2,No,1.0,5,1,30,Married,Yes
EMP-1651,51,Male,Engineering,Analyst,Bachelor's,44417.49,10,6,8,47.9,No,3.1,3,5,41,Married,No
EMP-1652,35,Female,Sales,Associate,Bachelor's,35328.92,4,3,3,58.0,Yes,2.9,3,1,50,Married,No
EMP-1653,49,Male,Engineering,Analyst,Master's,50729.05,2,1,1,55.4,Yes,3.8,5,2,33,Married,Yes
EMP-1654,27,Male,Marketing,Analyst,Master's,50727.16,3,0,2,44.7,No,3.6,4,4,49,Married,No
EMP-1655,41,Female,HR,Associate,Master's,41167.08,3,2,8,57.2,No,3.4,4,1,50,Married,No
EMP-1656,39,Female,Engineering,Senior Engineer,Master's,84104.24,15,0,6,44.5,No,2.2,3,3,31,Divorced,Yes
EMP-1657,29,Female,Marketing,Manager,Bachelor's,81858.44,4,1,10,41.8,No,3.4,3,1,19,Married,No
EMP-1658,37,Male,Operations,Associate,Bachelor's,34093.88,0,0,9,50.2,Yes,3.1,1,2,45,Married,No
EMP-1659,46,Female,Engineering,Analyst,Master's,51219.13,3,0,2,43.9,Yes,2.1,4,3,32,Married,No
EMP-1660,33,Female,Sales,Analyst,Bachelor's,39960.23,1,0,8,50.6,Yes,3.5,3,1,41,Single,No
EMP-1661,22,Male,Sales,Analyst,Master's,52594.67,0,0,1,45.2,No,1.3,3,2,12,Single,No
EMP-1662,36,Female,Engineering,Senior Engineer,PhD,102052.1,5,0,1,54.9,Yes,1.0,3,3,48,Single,No
EMP-1663,29,Male,HR,Associate,Master's,38342.46,2,0,8,58.9,Yes,3.9,5,1,22,Married,No
EMP-1664,33,Male,Marketing,Analyst,Master's,42838.24,1,1,5,41.8,No,2.3,4,1,44,Single,No
EMP-1665,35,Female,Engineering,Analyst,Master's,58822.15,14,8,10,47.8,Yes,2.8,3,1,19,Married,No
EMP-1666,22,Other,Engineering,Team Lead,Master's,78983.52,11,10,1,53.1,Yes,1.8,5,3,45,Married,No
EMP-1667,23,Male,Operations,Associate,Bachelor's,33250.81,2,0,6,39.0,No,4.7,3,5,34,Single,Yes
EMP-1668,40,Male,Sales,Team Lead,Bachelor's,70036.59,3,3,4,54.9,Yes,1.0,3,1,12,Married,Yes
EMP-1669,32,Male,Marketing,Team Lead,Bachelor's,66232.44,7,4,10,49.6,No,2.2,3,5,8,Divorced,Yes
EMP-1670,22,Female,Marketing,Analyst,Master's,56922.66,1,1,7,38.7,No,4.4,5,5,8,Married,No
EMP-1671,42,Male,Finance,Analyst,Bachelor's,47457.92,1,1,8,56.7,Yes,2.4,3,1,19,Single,Yes
EMP-1672,38,Female,Marketing,Analyst,Bachelor's,49019.26,6,1,3,45.7,No,3.2,3,1,3,Married,No
EMP-1673,30,Other,Finance,Analyst,Master's,61583.66,13,8,9,39.4,No,2.6,5,5,28,Married,No
EMP-1674,25,Male,Marketing,Manager,High School,91761.99,6,4,9,39.9,No,2.6,4,4,33,Married,No
EMP-1675,43,Female,Sales,Associate,Master's,54796.76,28,4,8,54.6,Yes,4.1,4,1,38,Single,Yes
EMP-1676,39,Female,Sales,Executive,Bachelor's,133167.17,1,0,5,58.4,Yes,2.3,4,3,47,Married,Yes
EMP-1677,55,Female,Sales,Analyst,Bachelor's,50429.27,14,2,10,44.5,No,4.7,4,2,41,Married,No
EMP-1678,39,Male,Sales,Team Lead,High School,56821.2,9,1,7,37.0,No,4.9,2,4,50,Single,Yes
EMP-1679,39,Male,Engineering,Team Lead,Bachelor's,49417.22,1,1,1,37.5,No,3.2,4,2,31,Married,No
EMP-1680,35,Male,Sales,Manager,PhD,103307.68,3,2,9,51.4,Yes,2.3,3,1,43,Single,Yes
EMP-1681,43,Female,Sales,Senior Engineer,PhD,90476.69,7,4,1,44.3,Yes,2.4,2,2,39,Married,Yes
EMP-1682,41,Female,Engineering,Executive,Master's,150000.0,17,7,7,45.7,Yes,2.9,5,2,42,Married,No
EMP-1683,46,Male,Engineering,Analyst,Master's,52730.08,1,0,3,43.4,No,3.6,1,5,21,Single,No
EMP-1684,32,Male,Finance,Analyst,Master's,58272.81,15,2,9,46.6,Yes,1.0,1,1,26,Married,No
EMP-1685,33,Female,HR,Analyst,Master's,56935.51,2,2,8,51.1,No,4.8,3,4,46,Married,No
EMP-1686,32,Male,Finance,Analyst,Bachelor's,44501.65,4,4,9,48.5,No,3.6,4,1,23,Married,No
EMP-1687,42,Male,HR,Manager,High School,72287.14,3,0,7,39.1,No,4.5,5,5,31,Divorced,No
EMP-1688,48,Female,Operations,Analyst,Master's,44465.8,2,2,6,47.3,Yes,1.2,2,3,33,Married,No
EMP-1689,32,Male,Finance,Manager,PhD,104684.52,1,0,9,46.5,Yes,2.3,3,1,10,Single,Yes
EMP-1690,33,Male,Engineering,Team Lead,Bachelor's,70037.58,4,3,3,48.6,Yes,2.9,4,4,2,Divorced,Yes
EMP-1691,39,Male,Operations,Analyst,Bachelor's,42536.35,1,0,6,37.8,No,4.1,4,2,35,Married,No
EMP-1692,34,Male,Engineering,Manager,Bachelor's,101517.53,23,5,3,38.8,No,1.3,3,4,40,Married,No
EMP-1693,44,Female,HR,Analyst,Bachelor's,54572.16,7,0,2,48.3,Yes,1.5,3,1,30,Single,No
EMP-1694,22,Female,Finance,Team Lead,Master's,60092.13,2,2,9,41.9,No,4.1,4,1,33,Single,No
EMP-1695,29,Female,Sales,Manager,Bachelor's,93179.99,3,1,5,50.7,Yes,4.2,1,1,4,Married,No
EMP-1696,30,Male,HR,Associate,PhD,40009.93,5,1,1,44.3,No,1.0,4,2,9,Single,No
EMP-1697,22,Female,Sales,Team Lead,Master's,71161.01,3,2,9,40.5,No,2.1,3,2,37,Single,Yes
EMP-1698,28,Male,Engineering,Senior Engineer,High School,74835.99,4,4,10,51.4,Yes,1.7,4,1,32,Married,Yes
EMP-1699,29,Female,Engineering,Team Lead,Master's,73653.23,5,2,7,44.8,No,1.9,4,4,10,Single,No
EMP-1700,34,Male,Engineering,Manager,Master's,90510.38,2,2,4,38.9,No,1.1,4,1,30,Single,Yes
EMP-1701,45,Female,Engineering,Analyst,Bachelor's,58452.54,13,7,9,55.2,Yes,1.7,4,2,2,Single,No
EMP-1702,34,Male,Marketing,Team Lead,Bachelor's,62827.74,1,0,8,45.8,No,3.6,2,5,40,Married,No
EMP-1703,28,Male,HR,Director,Master's,150000.0,0,0,3,57.9,Yes,1.9,3,3,2,Married,Yes
EMP-1704,36,Male,Sales,Team Lead,Bachelor's,52247.05,0,0,4,39.8,No,2.5,4,1,42,Divorced,No
EMP-1705,44,Male,Marketing,Manager,Bachelor's,73282.94,2,2,10,56.9,Yes,4.2,4,3,12,Single,No
EMP-1706,28,Male,Engineering,Team Lead,Bachelor's,76088.74,11,1,10,55.4,Yes,1.7,4,1,13,Single,No
EMP-1707,29,Female,Engineering,Analyst,Bachelor's,44546.56,1,1,7,37.6,No,4.2,3,1,47,Married,Yes
EMP-1708,40,Female,Finance,Team Lead,Master's,74396.08,4,2,1,48.3,Yes,1.0,4,3,41,Married,No
EMP-1709,34,Male,Operations,Senior Engineer,Bachelor's,66195.52,1,0,3,51.3,No,4.3,3,3,17,Married,No
EMP-1710,41,Female,Sales,Associate,Master's,39409.93,6,6,4,47.4,No,4.3,2,1,10,Divorced,No
EMP-1711,36,Female,Engineering,Senior Engineer,Bachelor's,75227.59,1,1,6,44.8,No,2.1,3,3,6,Married,No
EMP-1712,42,Female,Finance,Analyst,Master's,45912.15,0,0,9,58.6,Yes,2.5,5,1,20,Married,No
EMP-1713,28,Female,Operations,Associate,Bachelor's,34620.39,2,2,9,52.5,Yes,3.0,4,2,30,Divorced,No
EMP-1714,36,Female,Sales,Analyst,PhD,46336.05,0,0,3,59.1,Yes,2.3,3,1,25,Single,Yes
EMP-1715,34,Female,Engineering,Senior Engineer,PhD,89784.07,2,0,2,56.2,Yes,3.6,4,2,45,Divorced,Yes
EMP-1716,26,Female,Engineering,Manager,Bachelor's,104465.35,9,7,3,55.4,Yes,1.5,1,1,41,Married,No
EMP-1717,23,Other,HR,Associate,Master's,32435.78,0,0,3,53.1,Yes,1.9,2,3,14,Married,No
EMP-1718,41,Male,Operations,Analyst,Bachelor's,44754.42,9,6,9,51.2,Yes,4.0,2,1,46,Divorced,No
